Frame,Time (Seconds),X.3,Y.3,Z.3
476,3.966667,0.071346,0.507677,0.266725
477,3.975,0.071274,0.507897,0.266416
478,3.983333,0.071131,0.507935,0.266093
479,3.991667,0.071035,0.507852,0.265709
480,4.0,0.070787,0.507842,0.265365
481,4.008333,0.070639,0.507835,0.265015
482,4.016667,0.070506,0.507924,0.264672
483,4.025,0.070365,0.507911,0.264318
484,4.033333,0.070225,0.507964,0.263975
485,4.041667,0.07019,0.508071,0.263595
486,4.05,0.070043,0.507394,0.263573
487,4.058333,0.069893,0.507433,0.263223
488,4.066667,0.069746,0.508181,0.262546
489,4.075,0.069613,0.508234,0.262208
490,4.083333,0.069357,0.507481,0.26218
491,4.091667,0.069248,0.508208,0.261546
492,4.1,0.069117,0.508255,0.261206
493,4.108333,0.068987,0.508299,0.260861
494,4.116667,0.068843,0.507646,0.260818
495,4.125,0.068734,0.507658,0.260491
496,4.133333,0.068618,0.507711,0.260131
497,4.141667,0.068537,0.507715,0.259808
498,4.15,0.068429,0.507751,0.259464
499,4.158333,0.068344,0.507711,0.259118
500,4.166667,0.068253,0.507715,0.258778
501,4.175,0.068194,0.507714,0.258442
502,4.183333,0.068176,0.50846,0.257797
503,4.191667,0.068101,0.508418,0.257472
504,4.2,0.068104,0.508621,0.257187
505,4.208333,0.067955,0.507805,0.257127
506,4.216667,0.067921,0.508494,0.2565
507,4.225,0.067854,0.508464,0.256156
508,4.233333,0.067845,0.508538,0.255843
509,4.241667,0.067828,0.508546,0.255476
510,4.25,0.06781,0.508542,0.255146
511,4.258333,0.06781,0.50854,0.254821
512,4.266667,0.067798,0.50855,0.254483
513,4.275,0.067855,0.508751,0.254162
514,4.283333,0.067869,0.508728,0.253779
515,4.291667,0.067818,0.508592,0.253382
516,4.3,0.067848,0.508616,0.253028
517,4.308333,0.067897,0.508635,0.252666
518,4.316667,0.067954,0.508674,0.252306
519,4.325,0.067975,0.508054,0.252241
520,4.333333,0.068024,0.508117,0.251878
521,4.341667,0.068133,0.50885,0.251181
522,4.35,0.068204,0.508933,0.250783
523,4.358333,0.068367,0.509043,0.250406
524,4.366667,0.068384,0.508445,0.250308
525,4.375,0.068379,0.508464,0.249921
526,4.383333,0.068478,0.508571,0.249491
527,4.391667,0.06857,0.508666,0.249077
528,4.4,0.068675,0.508776,0.248651
529,4.408333,0.068802,0.508888,0.248199
530,4.416667,0.068935,0.509066,0.247775
531,4.425,0.069162,0.509265,0.247307
532,4.433333,0.069209,0.50943,0.246916
533,4.441667,0.069346,0.509547,0.246427
534,4.45,0.069496,0.50972,0.245945
535,4.458333,0.069645,0.509805,0.245414
536,4.466667,0.069792,0.509985,0.244957
537,4.475,0.069966,0.510238,0.244487
538,4.483333,0.070144,0.510454,0.243962
539,4.491667,0.070311,0.510675,0.243456
540,4.5,0.070501,0.510945,0.243003
541,4.508333,0.07068,0.511171,0.242465
542,4.516667,0.070866,0.511401,0.241915
543,4.525,0.071064,0.51174,0.241331
544,4.533333,0.071348,0.512121,0.240783
545,4.541667,0.071486,0.512176,0.240176
546,4.55,0.071687,0.512425,0.239596
547,4.558333,0.072001,0.512726,0.238991
548,4.566667,0.072123,0.513574,0.237982
549,4.575,0.07231,0.513244,0.237753
550,4.583333,0.072508,0.513498,0.23712
551,4.591667,0.072713,0.513763,0.236475
552,4.6,0.072907,0.51409,0.235828
553,4.608333,0.073141,0.514341,0.235097
554,4.616667,0.073357,0.515216,0.234002
555,4.625,0.073689,0.515541,0.233297
556,4.633333,0.073829,0.515849,0.232559
557,4.641667,0.07405,0.516165,0.231769
558,4.65,0.074271,0.516474,0.231004
559,4.658333,0.074493,0.516782,0.23023
560,4.666667,0.074729,0.517097,0.229447
561,4.675,0.074973,0.517468,0.228639
562,4.683333,0.075192,0.517777,0.227808
563,4.691667,0.07541,0.518106,0.226983
564,4.7,0.075849,0.518175,0.226595
565,4.708333,0.075976,0.518452,0.225762
566,4.716667,0.076208,0.518762,0.224922
567,4.725,0.076476,0.51912,0.224091
568,4.733333,0.076731,0.519422,0.223237
569,4.741667,0.076974,0.519694,0.222401
570,4.75,0.077277,0.51999,0.221513
571,4.758333,0.077625,0.520377,0.220705
572,4.766667,0.07779,0.520598,0.219858
573,4.775,0.078046,0.520878,0.219042
574,4.783333,0.078391,0.521204,0.218215
575,4.791667,0.078554,0.521409,0.217367
576,4.8,0.078811,0.521684,0.21656
577,4.808333,0.079048,0.522044,0.21579
578,4.816667,0.079271,0.522377,0.215036
579,4.825,0.0796,0.522763,0.214289
580,4.833333,0.079684,0.523049,0.213585
581,4.841667,0.079483,0.526926,0.216455
582,4.85,0.079542,0.527302,0.215825
583,4.858333,0.079573,0.52774,0.21523
584,4.866667,0.07957,0.528249,0.214714
585,4.875,0.079599,0.528941,0.214233
586,4.883333,0.079529,0.529401,0.213778
587,4.891667,0.079579,0.530026,0.213292
588,4.9,0.079379,0.530342,0.212825
589,4.908333,0.07925,0.530869,0.212457
590,4.916667,0.079129,0.531284,0.212138
591,4.925,0.078939,0.531787,0.211836
592,4.933333,0.078781,0.532267,0.211527
593,4.941667,0.078663,0.532781,0.211266
594,4.95,0.078538,0.533343,0.211037
595,4.958333,0.078392,0.533825,0.210804
596,4.966667,0.078221,0.53429,0.210561
597,4.975,0.078032,0.534754,0.210332
598,4.983333,0.077803,0.535201,0.210119
599,4.991667,0.077581,0.535628,0.209905
600,5.0,0.077338,0.536057,0.209731
601,5.008333,0.078786,0.531465,0.204784
602,5.016667,0.078406,0.531781,0.204614
603,5.025,0.07786,0.532453,0.204552
604,5.033333,0.077486,0.533135,0.204526
605,5.041667,0.07747,0.533719,0.204418
606,5.05,0.07688,0.534336,0.204516
607,5.058333,0.074855,0.539638,0.21025
608,5.066667,0.074273,0.54101,0.209877
609,5.075,0.073735,0.541664,0.21017
610,5.083333,0.073108,0.542278,0.210442
611,5.091667,0.07253,0.542985,0.210827
612,5.1,0.071843,0.543127,0.211892
613,5.108333,0.070543,0.544013,0.212337
614,5.116667,0.070393,0.544571,0.212841
615,5.125,0.069662,0.545435,0.213407
616,5.133333,0.068968,0.546358,0.213795
617,5.141667,0.06824,0.547176,0.214513
618,5.15,0.067402,0.548101,0.215274
619,5.158333,0.066585,0.548719,0.216033
620,5.166667,0.065667,0.549593,0.216952
621,5.175,0.064761,0.550495,0.217999
622,5.183333,0.064187,0.551574,0.219118
623,5.191667,0.063449,0.552694,0.22036
624,5.2,0.062772,0.553765,0.22169
625,5.208333,0.062059,0.555154,0.223017
626,5.216667,0.061406,0.5568,0.224745
627,5.225,0.060784,0.558022,0.226253
628,5.233333,0.060017,0.559303,0.227868
629,5.241667,0.05924,0.560636,0.229534
